pt_root_id,Area Membership
864691135968871781,V1
864691135940817062,V1
864691135270733733,V1
864691135270733733,V1
864691135270733733,V1
864691136124832806,V1
864691136124832806,V1
864691136297281819,V1
864691135772428619,V1
864691136522218129,V1
864691135885000304,V1
864691136005386442,V1
864691135568562412,V1
864691135275312101,V1
864691135864795006,V1
864691135502601282,V1
864691135582770541,V1
864691135777891517,V1
864691135777606752,V1
864691135927006734,V1
864691135848863326,V1
864691136990963605,V1
864691135012553462,V1
864691135059524251,V1
864691135783066419,V1
864691136088929847,V1
864691135270503333,V1
864691135014211734,V1
864691135926527246,V1
864691136663064542,V1
864691136926543690,V1
864691136194769878,V1
864691135118847197,V1
864691134885244666,V1
864691135195407146,V1
864691135876841299,V1
864691135491125351,V1
864691135509701385,V1
864691135517329802,V1
864691136042178134,V1
864691136136778621,V1
864691136136778621,V1
864691135495050384,V1
864691135349259479,V1
864691135349259479,V1
864691135464377413,V1
864691135581409988,V1
864691135463751998,V1
864691135100868128,V1
864691135195490346,V1
864691135304471719,V1
864691135498666771,V1
864691135572269605,V1
864691135464268869,V1
864691135473198386,V1
864691135502536629,V1
864691135639419195,V1
864691136134985099,V1
864691135615094219,V1
864691135700917883,V1
864691135273242385,V1
864691135699964962,V1
864691135762735670,AL
864691135778113213,AL
864691136741594716,V1
864691136741594716,V1
864691135491076583,V1
864691134948203260,V1
864691135469443410,V1
864691136100301941,V1
864691136272946110,V1
864691135013936534,V1
864691136209635004,V1
864691136057123800,V1
864691135654692034,V1
864691135133162656,V1
864691135135876121,V1
864691136009437358,V1
864691136724569853,V1
864691135133588640,V1
864691135776873901,V1
864691136106523353,V1
864691135755354578,V1
864691136297163803,V1
864691135851637447,V1
864691136990790805,V1
864691135865630940,V1
864691135586312644,V1
864691135995486634,V1
864691136673078663,V1
864691135270582437,V1
864691135995492522,V1
864691135509279753,V1
864691135013093878,V1
864691136595493538,V1
864691136595493538,V1
864691136952903135,V1
864691136109795768,V1
864691136032850875,V1
864691135940556966,V1
864691136952685279,V1
864691135851839687,V1
864691135851839687,V1
864691135278991265,V1
864691135278991265,V1
864691136444702595,V1
864691135118528733,V1
864691135716171802,V1
864691136741437276,V1
864691135479360966,V1
864691135693614015,V1
864691135292822454,V1
864691137054711158,V1
864691136663177950,V1
864691136210288572,V1
864691135275347941,V1
864691135275347941,V1
864691135867715606,V1
864691135684428786,V1
864691135684428786,V1
864691135954871560,RL
864691135539256434,V1
864691135916236902,V1
864691135275266789,V1
864691136110002360,V1
864691135701531003,V1
864691135429831216,V1
864691135013875446,V1
864691135013875446,V1
864691136602949841,V1
864691135926137102,V1
864691135307606086,V1
864691136040027902,V1
864691135386015061,V1
864691135386015061,V1
864691135927147988,V1
864691135755911634,V1
864691136389517584,V1
864691135065844548,V1
864691135526816091,V1
864691135346126239,V1
864691135808451869,V1
864691136210402748,V1
864691135561621985,V1
864691135387704193,V1
864691134940999267,V1
864691136813061747,V1
864691135759685966,V1
864691135565694743,V1
864691136437508254,V1
864691134941063523,V1
864691135544891944,V1
864691135699731746,V1
864691135590550795,V1
864691135590550795,V1
864691135954337800,V1
864691136451603199,V1
864691135859300200,V1
864691135683998706,V1
864691136371453320,V1
864691135341758405,V1
864691135841673443,V1
864691135532229572,V1
864691135104610381,V1
864691135104610381,V1
864691135429097264,V1
864691135701617019,V1
864691135584212600,V1
864691136312316733,V1
864691136273625278,V1
864691135918307248,V1
864691136011889827,V1
864691136023820089,V1
864691136194923596,V1
864691135455031658,V1
864691135572004333,V1
864691135577673733,V1
864691135859639144,V1
864691135859639144,V1
864691135866455173,V1
864691135866455173,V1
864691135441435976,V1
864691136009630636,V1
864691135210854080,V1
864691136602730705,V1
864691136602730705,V1
864691135866588805,V1
864691136812081779,V1
864691136444765571,V1
864691135516660691,V1
864691135919400368,V1
864691136119501336,V1
864691135404721646,V1
864691135404721646,V1
864691135582840429,V1
864691136423787567,V1
864691135489243450,V1
864691137197685569,V1
864691135582715501,V1
864691136724747261,V1
864691135731085241,V1
864691135772477179,V1
864691135918528432,V1
864691135701528699,V1
864691135701574011,V1
864691135118816733,V1
864691135992439745,V1
864691137019755118,V1
864691135545687848,V1
864691135545687848,V1
864691135491114343,V1
864691134947966716,V1
864691135394015221,V1
864691136210339004,V1
864691135394704373,V1
864691134941194083,V1
864691135866477957,V1
864691135560649156,V1
864691136100783733,V1
864691136100783733,V1
864691135688112608,V1
864691135698639125,V1
864691135494013892,V1
864691135867453974,V1
864691136422816815,V1
864691135762629942,V1
864691135359410520,V1
864691135584074360,V1
864691135938110980,V1
864691135927565012,V1
864691135213832832,V1
864691136310670170,V1
864691135731235513,V1
864691135919388848,V1
864691135294317580,V1
864691136237422607,RL
864691135368005625,V1
864691136124491046,V1
864691135783373107,V1
864691135367058169,V1
864691135810339020,V1
864691136312326717,V1
864691135383456491,V1
864691135582529901,V1
864691135498369811,V1
864691135778047933,V1
864691135940547329,V1
864691135065740100,V1
864691135065740100,V1
864691135859616360,V1
864691136195155158,V1
864691135342055857,V1
864691135342055857,V1
864691135156762468,V1
864691135270578341,V1
864691135810510028,V1
864691135810510028,V1
864691136287537859,V1
864691135786358980,V1
864691135082589943,V1
864691137020061294,V1
864691135593523243,V1
864691135498488851,RL
864691135584802424,V1
864691136618399373,V1
864691136663178206,V1
864691136379808725,V1
864691135572302629,V1
864691135462945437,V1
864691135066084932,V1
864691135066084932,V1
864691136176258054,V1
864691136176258054,V1
864691136089590071,V1
864691135856892206,V1
864691135856892206,V1
864691135502368093,V1
864691136117197988,V1
864691136117197988,V1
864691136117197988,V1
864691135856327726,V1
864691135946736676,V1
864691135946736676,V1
864691135946736676,V1
864691135946736676,V1
864691136617810395,V1
864691135463035805,V1
864691136057421016,V1
864691136925715786,V1
864691135394662389,V1
864691135394662389,V1
864691135754357197,RL
864691135614385867,V1
864691135639271483,V1
864691135639271483,V1
864691135800583522,V1
864691134948373756,V1
864691136272946878,V1
864691135162668333,V1
864691136009254318,V1
864691135701099643,V1
864691136741531996,V1
864691134965597983,V1
864691134965597983,V1
864691135122904103,V1
864691136227921489,V1
864691136227921489,V1
864691135841748707,V1
864691136144520244,V1
864691135492266079,V1
864691136371466120,AL
864691135989068800,RL
864691135946509348,V1
864691135429707568,V1
864691136021001720,V1
864691135584554616,V1
864691136051578099,V1
864691136021058552,V1
864691135938103556,V1
864691136144464692,V1
864691135864925310,V1
864691135867528982,V1
864691135995359914,V1
864691136009438638,V1
864691135759280462,V1
864691136334226611,V1
864691135478588870,V1
864691135762615094,V1
864691135969855589,V1
864691135749306921,V1
864691135749306921,V1
864691135616607337,V1
864691136195280616,V1
864691135495339408,V1
864691135495339408,V1
864691136210270652,V1
864691136210270652,V1
864691135441355080,V1
864691135810479308,V1
864691135645655279,V1
864691135874364046,V1
864691135800896866,V1
864691135867695638,V1
864691135738287985,V1
864691136578627092,V1
864691136109964216,V1
864691135066264900,V1
864691135066264900,V1
864691135066264900,V1
864691136109979064,V1
864691137198198593,V1
864691135685307575,V1
864691135492138079,V1
864691136371786888,V1
864691136194971880,V1
864691136194971880,V1
864691136194971880,V1
864691135885005424,V1
864691136052086515,V1
864691135778236349,V1
864691135133677216,V1
864691135539283826,V1
864691135918892208,V1
864691135699726626,V1
864691135342324401,V1
864691135719700529,V1
864691135719700529,V1
864691135719700529,V1
864691135360887879,V1
864691135697898005,V1
864691135489077562,V1
864691135489036090,V1
864691135059448987,V1
864691135969863525,V1
864691136297393179,V1
864691135472935218,V1
864691135472935218,V1
864691135355728591,V1
864691135509390345,V1
864691135509390345,V1
864691135509390345,V1
864691135938078468,V1
864691136371664520,V1
864691136371664520,V1
864691136371664520,V1
864691135210806208,V1
864691136912447985,V1
864691135874488206,V1
864691135463221661,AL
864691135463221661,RL
864691135867499542,RL
864691135867499542,V1
864691135463751230,V1
864691135278992801,V1
864691136144485684,V1
864691136329764074,V1
864691135498562067,V1
864691135498562067,V1
864691135469339474,V1
864691135274134501,V1
864691135274134501,V1
864691135661352432,V1
864691135661352432,V1
864691136391566207,V1
864691135857302830,V1
864691136090094391,V1
864691135163490861,V1
864691135576098334,V1
864691135214076216,V1
864691135208917881,V1
864691135208917881,V1
864691135808568861,V1
864691135808568861,V1
864691135772606459,V1
864691136912221681,V1
864691136419528855,V1
864691135565572375,V1
864691136176330246,V1
864691136176330246,V1
864691135701619835,V1
864691135954732808,V1
864691135810262220,V1
864691137198068289,V1
864691135575092932,V1
864691135577819909,V1
864691135194980650,V1
864691136724674301,V1
864691136724674301,V1
864691135591182091,V1
864691135058894491,V1
864691135684783799,V1
864691135561254369,V1
864691135118447837,V1
864691135692784063,V1
864691137020526190,V1
864691135446462354,V1
864691135684131058,V1
864691135386326613,V1
864691136124413222,V1
864691135755485138,V1
864691134948274172,V1
864691134948274172,V1
864691135105048909,V1
864691135349075671,V1
864691135349075671,V1
864691135349075671,V1
864691136287320515,V1
864691134948404220,V1
864691135572482853,V1
864691135572482853,V1
864691135777840992,V1
864691135615018699,V1
864691135615018699,V1
864691135685295287,RL
864691136618326235,V1
864691135501948226,V1
864691135582108269,V1
864691135582108269,V1
864691137198223169,V1
864691135133494944,V1
864691135133494944,V1
864691135755220434,V1
864691135755220434,RL
864691135475538752,V1
864691135475538752,V1
864691136056364760,V1
864691135368061689,V1
864691135463639358,V1
864691135502982581,V1
864691135502982581,V1
864691135335341545,V1
864691135346115999,V1
864691135429400880,V1
864691135429400880,V1
864691135446462098,V1
864691135683223026,V1
864691136106526425,V1
864691136106526425,V1
864691136912560881,V1
864691135976613187,V1
864691135976613187,V1
864691135992488385,V1
864691136483921964,V1
864691135491161703,V1
864691135491161703,V1
864691135946251556,V1
864691135561072353,V1
864691136483464236,V1
864691135772774219,V1
864691135617000297,V1
864691136057032408,V1
864691135777763005,V1
864691135777763005,RL
864691135777763005,V1
864691135355675599,V1
864691135995200682,V1
864691135292890550,V1
864691135059544987,V1
864691134885791738,V1
864691135816017743,V1
864691135416758202,V1
864691135570285446,V1
864691135509692169,V1
864691135509692169,V1
864691135590511627,V1
864691136362020834,V1
864691135386155861,V1
864691135273439761,V1
864691136329481962,V1
864691136329481962,V1
864691136275208205,V1
864691135183061506,V1
864691135463408797,V1
864691136522551953,V1
864691135992500161,V1
864691135988149507,V1
864691135719353393,V1
864691135719353393,V1
864691136023814201,V1
864691136023814201,V1
864691135952931619,V1
864691136952816351,V1
864691135974987887,V1
864691135645446639,V1
864691135374479304,V1
864691135349326551,V1
864691136371596936,V1
864691135576233246,V1
864691135576233246,V1
864691136195110988,V1
864691135361165895,V1
864691136011969187,V1
864691136329280234,V1
864691136010895523,V1
864691135696778394,V1
864691135837724819,V1
864691135837724819,V1
864691136522396305,V1
864691135278194593,V1
864691135013508598,V1
864691136005640906,V1
864691136005640906,V1
864691135488722746,V1
864691135303717543,V1
864691135303717543,V1
864691136329684202,V1
864691135208725625,V1
864691136423245615,V1
864691135013326230,V1
864691134989485690,V1
864691135511514064,V1
864691135810089676,V1
864691135856794414,V1
864691135856794414,V1
864691135502326594,V1
864691135942068852,V1
864691135368081657,V1
864691135368081657,V1
864691135940623526,V1
864691136595518114,V1
864691136195190092,V1
864691135356020943,V1
864691135307361094,V1
864691135698521365,V1
864691135133596064,V1
864691135133596064,V1
864691135292671670,V1
864691136673746311,V1
864691136309695578,V1
864691135565237700,V1
864691136085109612,V1
864691135737703300,V1
864691135725135531,V1
864691135463340445,V1
864691136483810348,V1
864691135741129067,V1
864691135941585012,V1
864691135447073620,V1
864691135576474910,V1
864691135502934965,V1
864691135615225291,V1
864691136274680845,V1
864691136236686095,V1
864691135479370694,V1
864691136724831229,V1
864691135570229382,V1
864691135610581511,V1
864691135610581511,V1
864691136379972053,V1
864691135810510540,V1
864691136090234423,V1
864691136090234423,V1
864691135275273189,V1
864691136195393868,V1
864691135618898831,V1
864691136391584895,RL
864691135640063803,V1
864691135772810059,V1
864691135502137666,V1
864691136595795362,V1
864691136311737661,V1
864691135476838568,V1
864691135233977433,V1
864691135616735593,V1
864691135585971324,V1
864691135783230515,V1
864691135416553402,V1
864691135585898364,V1
864691136487889170,V1
864691135469422674,V1
864691135738679153,V1
864691135738679153,V1
864691135163220269,V1
864691136297695003,V1
864691134918524426,V1
864691135545125672,V1
864691135304165799,V1
864691136926411850,V1
864691135661609200,AL
864691135661609200,V1
864691135468524428,V1
864691135518388362,V1
864691135475695168,V1
864691135771676491,V1
864691135716114714,V1
864691135716114714,V1
864691135781828176,V1
864691135118719965,V1
864691135013385462,V1
864691135919410352,V1
864691134940829795,V1
864691134965402655,V1
864691134965402655,V1
864691135915661926,V1
864691136287508419,V1
864691135416704698,V1
864691135565489239,V1
864691135123279399,V1
864691135397379361,V1
864691135778058685,V1
864691135658796674,V1
864691135335255017,V1
864691135195528490,V1
864691135334548713,V1
864691136991050645,V1
864691135491703015,V1
864691136176293894,V1
864691136057310936,V1
864691135472930354,V1
864691135503083189,V1
864691135503083189,V1
864691135947670113,V1
864691135293624332,V1
864691135526532187,V1
864691135526532187,V1
864691135355672271,V1
864691136119379224,V1
864691135655356866,V1
864691135655356866,V1
864691135490984935,V1
864691136040150782,V1
864691136105844185,V1
864691135810525132,V1
864691136378815445,V1
864691136378815445,V1
864691134918184970,V1
864691136484088364,V1
864691135718487601,V1
864691135946571812,V1
864691136119413272,V1
864691135762780214,V1
864691135195481130,V1
864691136923739876,V1
864691135701180539,V1
864691135338189798,V1
864691135338189798,V1
864691136009007532,V1
864691135361086535,V1
864691135361086535,V1
864691136057297624,V1
864691135954743560,V1
864691135800742242,V1
864691135810258124,V1
864691135479255750,V1
864691136085290092,V1
864691135545412136,V1
864691135510482896,V1
864691135856805422,V1
864691136312838973,V1
864691135976619587,V1
864691136952795615,V1
864691135257196207,V1
864691135468139404,V1
864691135856291374,V1
864691136371310728,V1
864691136371310728,V1
864691136925991242,V1
864691135772053835,V1
864691136109470648,V1
864691136066065816,V1
864691136066065816,V1
864691135359434328,V1
864691136051379699,V1
864691135468240524,V1
864691135864686974,V1
864691135469289042,RL
864691135275192805,V1
864691135013855382,V1
864691135013855382,V1
864691135498543635,V1
864691135639859515,V1
864691136032649659,V1
864691136032649659,V1
864691136032649659,V1
864691136237482511,V1
864691136237482511,V1
864691135715896602,V1
864691135851417799,V1
864691135586195068,V1
864691135572467237,V1
864691136904331698,V1
864691136619435661,V1
864691135517024467,V1
864691136194987340,V1
864691135645154031,V1
864691135360846407,V1
864691136041941846,V1
864691136041941846,V1
864691135754240973,V1
864691135491883359,V1
864691135865442780,V1
864691136923024868,V1
864691135163232045,V1
864691135658645378,V1
864691135059141531,V1
864691136227907665,V1
864691135995187114,V1
864691135777352032,V1
864691135491389159,V1
864691135114101401,V1
864691135114101401,V1
864691137054571126,V1
864691136109880760,V1
864691136135351947,V1
864691136135351947,V1
864691136673613959,V1
864691136673613959,V1
864691135383716843,V1
864691134965359903,V1
864691135495091344,V1
864691135737715076,V1
864691134918249738,V1
864691135491375463,V1
864691135509291017,V1
864691135848300126,V1
864691135848300126,V1
864691135059538075,V1
864691135953344035,V1
864691135866583685,V1
864691135926538766,V1
864691135874709390,V1
864691135591363339,V1
864691135591363339,V1
864691136009242286,V1
864691135755590354,V1
864691136297767963,V1
864691136297767963,V1
864691135502014645,V1
864691136619378573,RL
864691136194794966,V1
864691136194794966,V1
864691135294227468,V1
864691135876774227,AL
864691135526398299,V1
864691135939639718,V1
864691135800694114,V1
864691135800694114,V1
864691135610607367,RL
864691135661446384,RL
864691135065145924,V1
864691135511513040,V1
864691135510975952,V1
864691136974154780,V1
864691135947719777,V1
864691135947719777,V1
864691135577983428,V1
864691135545381160,V1
864691135359434072,V1
864691135491882847,V1
864691135468604300,V1
864691136040414718,V1
864691136040414718,V1
864691135946682404,V1
864691135323536540,V1
864691135385884501,V1
864691135013702390,V1
864691135013702390,V1
864691135346195103,RL
864691135715708442,V1
864691135687472864,V1
864691135575787038,V1
864691136617862619,RL
864691136274408461,V1
864691135938162229,V1
864691135584464504,V1
864691136066193048,V1
864691136297458203,V1
864691135359553368,V1
864691135526629723,V1
864691135576462622,RL
864691135940404993,RL
864691135658398594,V1
864691135517094355,V1
864691135359983960,V1
864691135304405415,V1
864691135304405415,V1
864691135304405415,V1
864691135857217070,V1
864691135848438366,V1
864691135700566562,V1
864691135618882703,V1
864691135208239225,V1
864691135810357964,V1
864691136116675748,V1
864691136116675748,V1
864691135441034056,V1
864691135698591253,V1
864691135778131645,V1
864691135518407306,V1
864691135307568454,V1
864691136266976244,V1
864691136389838864,V1
864691136066730136,V1
864691135385894741,V1
864691135866625413,V1
864691136039983614,V1
864691136039983614,V1
864691135661016816,V1
864691136601874897,V1
864691135618754447,V1
864691135383875051,V1
864691135884521840,V1
864691135122603047,V1
864691135122603047,V1
864691136388893815,V1
864691135954499336,V1
864691135954499336,V1
864691135715874074,V1
864691135477082024,V1
864691135940533249,V1
864691135838305171,V1
864691135349422551,V1
864691135919485872,V1
864691135118869469,V1
864691135118869469,V1
864691135275253989,V1
864691136741618524,V1
864691135697156762,V1
864691135386455381,V1
864691135294197260,V1
864691135100260896,V1
864691135100260896,V1
864691136085170540,V1
864691136176113926,V1
864691136176113926,V1
864691135685170871,V1
864691135685170871,V1
864691135685170871,V1
864691135995477162,V1
864691135582746221,V1
864691135374699593,V1
864691136388570640,V1
864691135491755495,V1
864691135940786086,V1
864691135275345125,V1
864691135865198812,V1
864691136194825430,V1
864691136041919574,V1
864691135570243974,V1
864691135570243974,V1
864691137198192705,V1
864691135738253937,V1
864691135582381677,V1
864691135294032140,V1
864691135511678416,V1
864691135511678416,V1
864691135585656956,V1
864691135477147560,V1
864691135477147560,V1
864691135724853931,V1
864691136105459161,V1
864691136041780566,V1
864691135777007533,V1
864691135273295377,V1
864691135013962134,V1
864691135988130819,V1
864691135429718576,V1
864691134948513276,V1
864691134948513276,V1
864691135407584713,V1
864691136195347020,V1
864691135539045490,V1
864691135407923401,V1
864691136522523281,AL
864691136522523281,V1
864691136522523281,V1
864691135208958585,V1
864691135273509649,V1
864691135273509649,V1
864691137054467958,V1
864691135341969841,V1
864691136238195772,V1
864691135429341744,V1
864691136663197406,V1
864691135571711981,V1
864691135987939075,V1
864691135725138859,V1
864691136106354393,V1
864691135975609967,V1
864691135975608175,V1
864691135874403726,V1
864691136811215726,V1
864691136021175800,V1
864691136021175800,V1
864691135877036371,V1
864691135877036371,V1
864691135455035242,V1
864691135989336320,V1
864691135195558698,V1
864691135195558698,V1
864691136923501796,V1
864691136057596888,V1
864691136723488878,V1
864691135874708622,V1
864691135374474313,V1
864691135490674535,V1
864691135293625100,V1
864691135270174373,V1
864691136237212687,V1
864691136974341916,V1
864691135478810054,V1
864691135478810054,V1
864691137054436470,V1
864691136011622563,V1
864691135495069072,V1
864691135211033024,V1
864691135463286941,AL
864691135463286941,RL
864691135387515777,V1
864691135724609707,V1
864691136361789410,V1
864691135585436284,V1
864691135856753198,V1
864691135856753198,V1
864691135545285672,V1
864691135889396361,V1
864691135800569186,V1
864691135800569186,V1
864691135304051111,V1
864691135498479891,V1
864691135118614493,V1
864691135857138734,V1
864691136724609789,V1
864691135976860995,V1
864691135976860995,V1
864691135988013315,V1
864691135772682827,V1
864691136618022875,V1
864691136741503324,V1
864691136618390413,V1
864691135304509095,V1
864691135565773591,V1
864691136389842448,V1
864691135013293558,V1
864691135104873549,V1
864691135594164523,V1
864691135594164523,V1
864691135386303317,V1
864691135565602839,V1
864691136109829048,V1
864691136923834596,V1
864691136923834596,V1
864691135572114981,V1
864691135304112039,V1
864691135582552173,V1
864691135594433067,V1
864691135135578649,V1
864691135926979796,V1
864691135864988380,V1
864691136617906907,V1
864691136617906907,V1
864691135478663622,V1
864691136109629112,V1
864691135492425311,V1
864691135786454468,V1
864691135989489920,V1
864691135565696599,V1
864691136362221026,V1
864691136032511419,V1
864691135118306525,RL
864691136012075683,V1
864691136923990500,V1
864691136923990500,V1
864691136923990500,V1
864691135013321974,V1
864691135183034370,V1
864691135693676735,V1
864691135511685840,V1
864691136009055404,V1
864691135874156430,V1
864691135874156430,V1
864691136056902616,V1
864691135338381030,V1
864691135122934055,V1
864691135122934055,AL
864691136084812140,V1
864691135856845358,V1
864691135697002138,V1
864691135740237204,V1
864691135582673005,V1
864691136370790792,V1
864691135012533494,V1
864691136106122969,V1
864691136925717578,V1
864691135946652708,V1
864691135565660247,V1
864691135565660247,V1
864691135257261487,V1
864691136228125521,V1
864691135777064877,V1
864691136310740570,V1
864691135989520640,V1
864691135726368319,V1
864691136195099468,V1
864691136195099468,V1
864691136371796872,V1
864691135100926240,V1
864691135741205099,V1
864691135725354411,V1
864691135441587272,V1
864691135701611387,V1
864691135511498704,V1
864691135926810324,V1
864691135182405378,V1
864691136267172596,V1
864691135866790789,V1
864691135462948765,V1
864691136209328060,V1
864691136209328060,V1
864691134989685370,RL
864691135338964198,V1
864691136176209158,V1
864691136227716945,V1
864691135915842406,V1
864691135454925162,V1
864691135684358583,V1
864691135684358583,V1
864691135590431755,V1
864691135585983612,V1
864691136437337246,V1
864691135867555862,V1
864691135610389511,V1
864691135645471727,V1
864691135700231547,V1
864691134990423584,V1
864691136619330445,V1
864691135762901558,V1
864691135394705397,V1
864691135257342895,V1
864691135859934568,V1
864691135066231620,V1
864691135464582981,V1
864691135783449907,V1
864691136135536011,V1
864691135731360185,V1
864691135502729538,V1
864691135572033517,V1
864691135763022902,V1
864691135387616385,V1
864691135848605278,V1
864691135304188839,V1
864691136522562705,V1
864691136903658162,V1
864691135538730610,V1
864691135838238611,V1
864691135133582496,V1
864691136388267639,V1
864691134918266378,V1
864691135294061068,V1
864691135294061068,V1
864691135655081154,V1
864691135275257573,V1
864691136175972102,V1
864691136923628772,V1
864691135808344861,V1
864691136379594965,V1
864691135361115719,V1
864691135510978512,V1
864691135569234822,V1
864691135926842638,V1
864691135926842638,V1
864691136578680340,V1
864691135355577807,V1
864691135848861022,V1
864691136379925205,V1
864691136379925205,V1
864691135755953362,V1
864691135810406860,V1
864691135584985720,V1
864691136522731153,V1
864691135123267623,V1
864691136137678973,V1
864691136137678973,V1
864691136273818814,V1
864691135308196934,V1
864691135568964844,V1
864691136032551099,V1
864691135572161573,V1
864691135463526974,V1
864691135463526974,V1
864691136195403340,V1
864691136009400748,V1
864691136009468078,V1
864691134941091171,V1
864691135889051529,V1
864691135952816675,V1
864691135560860385,V1
864691136009169580,V1
864691135864691582,V1
864691135926503438,V1
864691135565709655,V1
864691135591291659,V1
864691135013340662,V1
864691135582733933,V1
864691135762727478,RL
864691135464436549,V1
864691135472929842,V1
864691134885795322,V1
864691136024757817,V1
864691136024757817,V1
864691135509619721,V1
864691135359810904,V1
864691135463701822,V1
864691136389643536,V1
864691135916172390,V1
864691135992679105,V1
864691135992679105,V1
864691135654676930,V1
864691134885227770,V1
864691135491125991,V1
864691136437464222,V1
864691135359288408,V1
864691136228027217,V1
864691136228027217,V1
864691136452081151,V1
864691136452081151,V1
864691136419698583,V1
864691135195570986,V1
864691135304440487,V1
864691135349478615,V1
864691135586291324,V1
864691135491268455,V1
864691136578707732,V1
864691135969949285,V1
864691135272967697,V1
864691135407825609,V1
864691135361192007,V1
864691136484049708,V1
864691135838392723,V1
864691136974726940,V1
864691136228174417,V1
864691136275178765,V1
864691135082846711,V1
864691135208971897,V1
864691135645691119,V1
864691135441749320,V1
864691135749212969,V1
864691135749212969,V1
864691136312475197,V1
864691136724324605,V1
864691135341743557,V1
864691135577945861,V1
864691135510079753,V1
864691135479337158,V1
864691135749446441,V1
864691136904289714,V1
864691135569771654,V1
864691135569771654,V1
864691135610315527,V1
864691136005338058,V1
864691135387415169,V1
864691136106435033,V1
864691135349182935,V1
864691135135628825,V1
864691135446530194,V1
864691135123457063,V1
864691135576064798,V1
864691135572130085,V1
864691135416649658,V1
864691136329500138,V1
864691135565469015,V1
864691135684207090,V1
864691136124772902,V1
864691136391313791,V1
864691136297769243,V1
864691135273241873,V1
864691135591129099,V1
864691136287598787,V1
864691136032666811,V1
864691135579824068,V1
864691135498581011,V1
864691135545429800,V1
864691136008556718,V1
864691135100439840,V1
864691136390930047,V1
864691135361251143,V1
864691135947663457,V1
864691136011444899,V1
864691135852005063,V1
864691135976698947,V1
864691136334904499,V1
864691135698590997,V1
864691135783492659,V1
864691134965676319,V1
864691136488216082,V1
864691135614771147,V1
864691136483625004,V1
864691135731346105,V1
864691134948497148,V1
864691135661523184,V1
864691135919253680,V1
864691135368193273,V1
864691135156839780,V1
864691135700457506,V1
864691135700457506,V1
864691135359789912,V1
864691135864720510,V1
864691136488030738,V1
864691135491110247,V1
864691135509989129,V1
864691135374248521,RL
864691136990969493,V1
864691134940492387,V1
864691135940836006,V1
864691135762760246,AL
864691135808299037,RL
864691136274451213,RL
864691135270570405,V1
864691135368066297,V1
864691135701088379,V1
864691135195368746,V1
864691135851434439,V1
864691135740512404,V1
864691135346144415,V1
864691135701270139,V1
864691135408053449,V1
864691135741133163,V1
864691136309986906,V1
864691136137698941,V1
864691135687323616,V1
864691136437347742,V1
864691135065488452,V1
864691136124234534,V1
864691135355791311,V1
864691135355791311,V1
864691135916301158,V1
864691135210864064,V1
864691136813741934,V1
864691136009260204,V1
864691136066620056,V1
864691136023724857,V1
864691135428807728,V1
864691135946433060,V1
864691134940363619,V1
864691135655079618,V1
864691135066287428,V1
864691135916041574,V1
864691136389641488,V1
864691135639686715,V1
864691135701210235,V1
864691136522643601,V1
864691136009314478,V1
864691135368102649,V1
864691135586088316,V1
864691135209012601,V1
864691134918514698,V1
864691135685297591,V1
864691135582645613,V1
864691135349573079,V1
864691135777103277,V1
864691136085421676,V1
864691135209022585,V1
864691136333739187,V1
864691135661612784,V1
864691135118351837,V1
864691135118351837,V1
864691135446481775,V1
864691135502853557,V1
864691136118618136,V1
864691136118618136,V1
864691136118618136,V1
864691136266762740,V1
864691136423398447,V1
864691135726445119,V1
864691136966915534,V1
864691136119361560,V1
864691136227928401,V1
864691135937395765,V1
864691134917983242,V1
864691135383983339,V1
864691135104636749,V1
864691135104636749,V1
864691135889304457,V1
864691135874389902,V1
864691134941133667,V1
864691136673938055,V1
864691134918528522,V1
864691136267573236,V1
864691135494939536,V1
864691135491134311,V1
864691136662976478,V1
864691135374449352,V1
864691135865585541,V1
864691135591196683,V1
864691135591196683,V1
864691135577918213,V1
864691135577918213,V1
864691136032561083,V1
864691134989364858,V1
864691136057269720,V1
864691135539003506,V1
864691134885056250,V1
864691135195417642,V1
864691135660831472,V1
864691135303928743,V1
864691135012882582,V1
864691135195404586,V1
864691136723529213,V1
864691134940956515,V1
864691135182829314,V1
864691135182829314,V1
864691135590515467,V1
864691135491740511,V1
864691135987424259,V1
864691136965838542,V1
864691135910213289,V1
864691135740547220,V1
864691135946151460,V1
864691135292440502,V1
864691135416682682,V1
864691136227780433,V1
864691136194837736,V1
864691135348573399,V1
864691135348573399,V1
864691136990858133,V1
864691135772016635,V1
864691135342229681,V1
864691135509838089,V1
864691135857028654,V1
864691135360096071,V1
864691135726562367,V1
864691135925504526,V1
864691136371753352,V1
864691135759229262,V1
864691136487801874,V1
864691134965404447,V1
864691135693579199,V1
864691136106465241,V1
864691136106465241,V1
864691135447208788,V1
864691135455218538,V1
864691135455218538,V1
864691135463478429,V1
864691135684428018,V1
864691136195166422,V1
864691136009613996,V1
864691135270673317,V1
864691136009122732,V1
864691136903743922,V1
864691135275459813,V1
864691136275148301,V1
864691135927584212,V1
864691135763000374,V1
864691136228183377,V1
864691135777842784,V1
864691134918520074,V1
864691135208984953,V1
864691136040516350,V1
864691135279409057,V1
864691135279409057,V1
864691134989261178,V1
864691135013929366,V1
864691135065989700,V1
864691136362684386,V1
864691136362684386,V1
864691135715955994,V1
864691135715955994,V1
864691135726260287,V1
