,Inputh Depth,Output Depth,Area Membership
0,266.47025856858846,292.55144809466105,V1
1,327.7362859191248,292.55144809466105,V1
2,335.44662741866165,292.55144809466105,V1
3,292.0770322714723,292.55144809466105,RL
4,309.4925747083716,292.55144809466105,RL
5,349.9479855146199,292.55144809466105,V1
6,349.9479855146199,292.55144809466105,V1
7,388.94847089055713,292.55144809466105,RL
8,335.40344817181426,292.55144809466105,V1
9,216.58735958991775,292.55144809466105,V1
10,223.17447667474002,292.55144809466105,RL
11,220.66661663575965,292.55144809466105,V1
12,330.5040564325712,292.55144809466105,V1
13,330.5040564325712,292.55144809466105,V1
14,296.4624706654484,292.55144809466105,RL
15,286.3054824785048,292.55144809466105,V1
16,309.88095084830576,292.55144809466105,RL
17,309.88095084830576,292.55144809466105,RL
18,233.0203707609721,292.55144809466105,V1
19,190.1018674206072,292.55144809466105,V1
20,311.57928361123993,292.55144809466105,RL
21,334.6264057290727,328.11041449716623,RL
22,387.84923518042154,328.11041449716623,RL
23,335.40344817181426,328.11041449716623,V1
24,335.40344817181426,328.11041449716623,V1
25,403.12260732279003,328.11041449716623,V1
26,374.56358595138084,328.11041449716623,V1
27,374.56358595138084,328.11041449716623,V1
28,374.56358595138084,328.11041449716623,V1
29,374.56358595138084,328.11041449716623,V1
30,374.56358595138084,328.11041449716623,V1
31,374.56358595138084,328.11041449716623,V1
32,247.34941820291274,328.11041449716623,V1
33,277.38397086603027,328.11041449716623,V1
34,280.72945065867754,328.11041449716623,RL
35,280.72945065867754,328.11041449716623,RL
36,309.88095084830576,328.11041449716623,RL
37,309.88095084830576,328.11041449716623,RL
38,245.0967861198418,328.11041449716623,V1
39,267.8548082501543,328.11041449716623,RL
40,267.25799437138505,328.11041449716623,RL
41,309.9824528796158,328.11041449716623,RL
42,392.68143190090353,328.11041449716623,V1
43,314.6814425407081,328.11041449716623,V1
44,314.6814425407081,328.11041449716623,V1
45,294.918789503891,328.11041449716623,V1
46,115.07045540514873,328.11041449716623,V1
47,232.02636474961548,328.11041449716623,V1
48,232.02636474961548,328.11041449716623,RL
49,288.96591305803037,328.11041449716623,RL
50,224.10475434624155,328.11041449716623,V1
51,170.78163712300156,277.2521228841241,V1
52,232.02636474961548,277.2521228841241,V1
53,232.02636474961548,277.2521228841241,RL
54,181.08382540476467,277.2521228841241,RL
55,181.08382540476467,277.2521228841241,RL
