,Input Depth,Output Depth,Area Membership Root,Area Membership Post
20378,172.57725039347417,273.0083293296422,V1,RL
20379,299.54951417812373,273.0083293296422,V1,RL
20380,299.54951417812373,273.0083293296422,RL,RL
20381,252.1465562264437,273.0083293296422,V1,RL
20382,211.26606397667277,261.9315547180542,V1,RL
20383,211.1785219781014,261.9315547180542,V1,RL
20384,489.0701596277841,261.9315547180542,RL,RL
20385,167.6493619502142,261.9315547180542,V1,RL
20386,245.14981951941033,261.9315547180542,V1,RL
20387,172.10552249745436,261.9315547180542,RL,RL
20388,192.85371248423758,261.9315547180542,AL,RL
20389,324.349361009199,261.9315547180542,V1,RL
20390,189.9371006779464,261.9315547180542,V1,RL
20391,224.610933019387,261.9315547180542,V1,RL
20392,224.610933019387,261.9315547180542,V1,RL
20393,176.7766801427444,261.9315547180542,V1,RL
20394,182.64791031452157,261.9315547180542,V1,RL
20395,269.65542126939187,261.9315547180542,V1,RL
20396,262.0945300360127,261.9315547180542,V1,RL
20397,232.52676281528343,261.9315547180542,V1,RL
20398,166.33397270448685,261.9315547180542,V1,RL
20399,282.9131817142411,261.9315547180542,V1,RL
20400,239.84239746946034,261.9315547180542,V1,RL
20401,281.029100241676,261.9315547180542,RL,RL
20402,176.4703836775999,261.9315547180542,V1,RL
20403,176.4703836775999,261.9315547180542,V1,RL
20404,176.4703836775999,261.9315547180542,V1,RL
20405,144.33368788438133,261.9315547180542,V1,RL
20406,427.0807879222894,261.9315547180542,RL,RL
20407,160.1587870634717,261.9315547180542,AL,RL
20408,158.39025359765503,261.9315547180542,RL,RL
20409,158.39025359765503,261.9315547180542,AL,RL
20410,158.39025359765503,261.9315547180542,V1,RL
20411,162.35179510647322,261.9315547180542,V1,RL
20412,343.6247076314429,261.9315547180542,V1,RL
20413,205.99112886700274,261.9315547180542,V1,RL
20414,205.99112886700274,261.9315547180542,RL,RL
20415,208.6039862637659,261.9315547180542,RL,RL
20416,208.6039862637659,261.9315547180542,V1,RL
20417,241.83485966973396,261.9315547180542,V1,RL
20418,273.85152757758885,261.9315547180542,V1,RL
20419,447.94559483043156,261.9315547180542,V1,RL
20420,135.87511892981564,261.9315547180542,V1,RL
20421,273.08000580724996,261.9315547180542,V1,RL
20422,273.08000580724996,261.9315547180542,V1,RL
20423,225.2647689537566,261.9315547180542,V1,RL
20424,225.2647689537566,261.9315547180542,V1,RL
20425,276.8441217477278,279.14261995132716,V1,RL
20426,262.0945300360127,279.14261995132716,V1,RL
20427,161.45542074786866,279.14261995132716,V1,RL
20428,114.35159092880535,279.14261995132716,V1,RL
20429,114.35159092880535,279.14261995132716,V1,RL
20430,371.63471854086566,279.14261995132716,V1,RL
20431,219.5700110309162,279.14261995132716,V1,RL
20432,175.05609385828774,279.14261995132716,RL,RL
20433,208.1988173458593,279.14261995132716,RL,RL
20434,181.4164218693403,279.14261995132716,V1,RL
20435,302.46291871383977,221.23351691115164,RL,RL
20436,241.45974811978178,221.23351691115164,V1,RL
20437,203.48722672951203,221.23351691115164,RL,RL
20438,203.48722672951203,221.23351691115164,V1,RL
20439,132.40305083910206,221.23351691115164,RL,RL
20440,470.32313060994176,221.23351691115164,V1,RL
20441,301.6396913401299,221.23351691115164,RL,RL
20442,133.74725401905442,221.23351691115164,RL,RL
20443,158.39025359765503,221.23351691115164,V1,RL
20444,158.39025359765503,221.23351691115164,V1,RL
20445,280.7239013387084,221.23351691115164,V1,RL
20446,182.64791031452157,221.23351691115164,V1,RL
20447,240.64946915933356,221.23351691115164,V1,RL
20448,211.1785219781014,221.23351691115164,V1,RL
20449,211.1785219781014,221.23351691115164,V1,RL
20450,211.1785219781014,221.23351691115164,RL,RL
20451,96.00195563000423,221.23351691115164,RL,RL
20452,295.2140170301513,221.23351691115164,RL,RL
20453,149.3126745379308,221.23351691115164,RL,RL
20454,273.0083293296422,221.23351691115164,V1,RL
20455,202.09770594674774,221.23351691115164,RL,RL
20456,202.09770594674774,221.23351691115164,V1,RL
20457,167.6493619502142,221.23351691115164,RL,RL
20458,468.321015316657,221.23351691115164,AL,RL
20459,244.92751032425562,221.23351691115164,AL,RL
20460,244.92751032425562,221.23351691115164,AL,RL
20461,384.8292137476202,221.23351691115164,RL,RL
20462,221.29715983505076,273.9926817212436,AL,RL
20463,304.6258396878326,273.9926817212436,AL,RL
20464,310.71859924953964,273.9926817212436,AL,RL
20465,311.3105863184314,273.9926817212436,RL,RL
20466,221.23351691115164,273.9926817212436,AL,RL
20467,275.4955251586042,273.9926817212436,AL,RL
20468,125.92032477246894,273.9926817212436,AL,RL
20469,478.7993575636608,273.9926817212436,RL,RL
20470,211.26606397667277,267.8909051071735,AL,RL
20471,194.41999673229952,267.8909051071735,AL,RL
20472,194.41999673229952,267.8909051071735,AL,RL
20473,187.54420990019997,267.8909051071735,RL,RL
20474,211.1785219781014,267.8909051071735,V1,RL
20475,96.00195563000423,267.8909051071735,V1,RL
20476,161.09750409530923,267.8909051071735,RL,RL
20477,346.46155158454025,267.8909051071735,RL,RL
20478,329.53016558677234,267.8909051071735,RL,RL
20479,208.1988173458593,267.8909051071735,RL,RL
20480,220.8809782199056,267.8909051071735,V1,RL
20481,205.99112886700274,267.8909051071735,V1,RL
20482,205.99112886700274,267.8909051071735,V1,RL
20483,279.3716343772492,236.1259682485236,V1,RL
20484,133.74725401905442,236.1259682485236,V1,RL
20485,133.74725401905442,236.1259682485236,V1,RL
20486,95.40404366231401,236.1259682485236,RL,RL
20487,183.78870573220186,236.1259682485236,RL,RL
20488,233.9460523833604,236.1259682485236,V1,RL
20489,254.55167238061614,236.1259682485236,V1,RL
20490,262.0945300360127,236.1259682485236,V1,RL
20491,248.9911899050319,236.1259682485236,V1,RL
20492,478.7993575636608,236.1259682485236,V1,RL
20493,259.26002602533407,236.1259682485236,V1,RL
20494,142.78821529812174,236.1259682485236,RL,RL
20495,166.33397270448685,236.1259682485236,RL,RL
20496,316.189198730646,236.1259682485236,V1,RL
20497,425.5303723556542,236.1259682485236,V1,RL
20498,427.0807879222894,236.1259682485236,RL,RL
20499,211.93698074491235,236.1259682485236,V1,RL
20500,249.135638842193,236.1259682485236,V1,RL
20501,249.135638842193,236.1259682485236,V1,RL
20502,403.3095416442733,236.1259682485236,V1,RL
20503,303.67501345006707,236.1259682485236,RL,RL
20504,269.6117805010157,236.1259682485236,RL,RL
20505,221.244383210094,236.1259682485236,V1,RL
20506,132.5069219871413,236.1259682485236,V1,RL
20507,247.8289780661873,236.1259682485236,V1,RL
20508,166.61073272531473,236.1259682485236,V1,RL
20509,211.1785219781014,236.1259682485236,V1,RL
20510,123.98586812644987,236.1259682485236,RL,RL
20511,183.33908706638363,236.1259682485236,RL,RL
20512,115.18819958973914,236.1259682485236,RL,RL
20513,286.1093279379728,236.1259682485236,V1,RL
20514,178.60466365625518,236.1259682485236,V1,RL
20515,248.35876933833893,236.1259682485236,V1,RL
20516,245.52750282603347,238.3711147688585,V1,RL
20517,245.52750282603347,238.3711147688585,V1,RL
20518,368.00123632287483,238.3711147688585,V1,RL
20519,93.77458327932068,238.3711147688585,V1,RL
20520,296.663739018268,238.3711147688585,V1,RL
20521,100.90432440580189,238.3711147688585,RL,RL
20522,100.90432440580189,238.3711147688585,V1,RL
20523,100.90432440580189,238.3711147688585,V1,RL
20524,100.90432440580189,238.3711147688585,V1,RL
20525,164.43983391251479,238.3711147688585,V1,RL
20526,223.80152086035122,238.3711147688585,V1,RL
20527,223.80152086035122,238.3711147688585,V1,RL
20528,343.4989580139665,238.3711147688585,RL,RL
20529,203.28364550160867,238.3711147688585,V1,RL
20530,301.6023505226373,238.3711147688585,RL,RL
20531,169.21396778360878,238.3711147688585,V1,RL
20532,226.5057370263177,238.3711147688585,AL,RL
20533,269.6117805010157,238.3711147688585,V1,RL
20534,269.6117805010157,238.3711147688585,V1,RL
20535,115.72192116930144,238.3711147688585,RL,RL
20536,248.9911899050319,238.3711147688585,V1,RL
20537,331.2523995313543,238.3711147688585,RL,RL
20538,138.05763625270401,238.3711147688585,V1,RL
20539,302.46291871383977,238.3711147688585,RL,RL
20540,302.46291871383977,238.3711147688585,RL,RL
20541,187.54420990019997,238.3711147688585,RL,RL
20542,172.43439129456115,238.3711147688585,RL,RL
20543,339.0191848677203,238.3711147688585,RL,RL
20544,177.9335739491281,238.3711147688585,RL,RL
20545,177.9335739491281,238.3711147688585,RL,RL
20546,205.99112886700274,238.3711147688585,RL,RL
20547,205.99112886700274,238.3711147688585,RL,RL
20548,93.71539474693307,238.3711147688585,RL,RL
20549,252.1465562264437,238.3711147688585,RL,RL
20550,160.12453892628773,238.3711147688585,V1,RL
20551,281.3091847570646,241.45974811978178,RL,RL
20552,279.7051565186021,241.45974811978178,V1,RL
20553,316.189198730646,241.45974811978178,RL,RL
20554,374.7847100614272,241.45974811978178,RL,RL
20555,233.93258409994894,241.45974811978178,AL,RL
20556,233.93258409994894,241.45974811978178,V1,RL
20557,232.031971364718,241.45974811978178,V1,RL
20558,221.23351691115164,241.45974811978178,V1,RL
20559,221.23351691115164,241.45974811978178,V1,RL
20560,221.23351691115164,241.45974811978178,RL,RL
20561,217.58858964870387,241.45974811978178,V1,RL
20562,217.58858964870387,241.45974811978178,AL,RL
20563,191.47786209808274,241.45974811978178,AL,RL
20564,344.36348516014607,241.45974811978178,RL,RL
20565,173.74209233761061,241.45974811978178,V1,RL
20566,311.01374030635617,241.45974811978178,V1,RL
20567,132.40305083910206,241.45974811978178,V1,RL
20568,201.70146813850448,241.45974811978178,V1,RL
20569,203.66962282375928,241.45974811978178,RL,RL
20570,203.66962282375928,241.45974811978178,V1,RL
20571,242.96605928953628,241.45974811978178,AL,RL
20572,231.6797785512468,241.45974811978178,RL,RL
20573,225.74245092288527,241.45974811978178,V1,RL
20574,393.41168201959533,241.45974811978178,AL,RL
20575,334.3229404289303,241.45974811978178,AL,RL
20576,245.14981951941033,241.45974811978178,AL,RL
20577,252.70368829181402,241.45974811978178,AL,RL
20578,228.68348536120558,241.45974811978178,RL,RL
20579,199.39762220138982,241.45974811978178,RL,RL
20580,199.39762220138982,241.45974811978178,RL,RL
20581,133.74725401905442,241.45974811978178,RL,RL
20582,208.6039862637659,241.45974811978178,RL,RL
20583,208.6039862637659,241.45974811978178,V1,RL
20584,302.46291871383977,228.68348536120558,V1,RL
20585,200.20651501701954,228.68348536120558,AL,RL
20586,395.0707674233246,228.68348536120558,AL,RL
20587,342.9183862884774,228.68348536120558,AL,RL
20588,342.9183862884774,228.68348536120558,AL,RL
20589,284.60602245233935,228.68348536120558,AL,RL
20590,167.6493619502142,228.68348536120558,AL,RL
20591,211.26606397667277,228.68348536120558,AL,RL
20592,336.5378561156796,228.68348536120558,AL,RL
20593,125.92032477246894,228.68348536120558,RL,RL
20594,292.8212991912922,228.68348536120558,RL,RL
20595,323.0614282004446,228.68348536120558,RL,RL
20596,377.9750756776811,228.68348536120558,V1,RL
20597,246.2851520865651,228.68348536120558,AL,RL
20598,246.2851520865651,228.68348536120558,AL,RL
20599,273.0083293296422,275.7988451139383,RL,RL
20600,273.0083293296422,275.7988451139383,RL,RL
20601,231.05293700557732,275.7988451139383,RL,RL
20602,345.8481205004053,275.7988451139383,RL,RL
20603,417.5003531037489,275.7988451139383,V1,RL
20604,192.6555644058055,275.7988451139383,RL,RL
20605,245.52750282603347,260.631830460324,RL,RL
20606,194.41999673229952,260.631830460324,AL,RL
20607,286.35987600904474,260.631830460324,RL,RL
20608,324.4666139712061,260.631830460324,V1,RL
20609,248.9911899050319,260.631830460324,RL,RL
20610,263.9890449335579,260.631830460324,V1,RL
20611,212.72908130931359,260.631830460324,V1,RL
20612,156.28068325343898,260.631830460324,RL,RL
20613,276.17985344186593,260.631830460324,V1,RL
20614,132.40305083910206,260.631830460324,V1,RL
20615,132.40305083910206,260.631830460324,RL,RL
20616,132.40305083910206,260.631830460324,V1,RL
20617,177.32907239442488,260.631830460324,V1,RL
20618,159.59359121659426,260.631830460324,V1,RL
20619,336.5378561156796,260.631830460324,RL,RL
20620,202.95951599144792,260.631830460324,RL,RL
20621,252.1465562264437,260.631830460324,RL,RL
20622,219.5700110309162,260.631830460324,RL,RL
20623,269.6117805010157,260.631830460324,RL,RL
20624,285.0101505764583,260.631830460324,RL,RL
20625,245.14981951941033,260.631830460324,AL,RL
20626,375.1177404534529,260.631830460324,RL,RL
20627,375.1177404534529,260.631830460324,V1,RL
20628,425.5303723556542,260.631830460324,RL,RL
20629,384.8292137476202,260.631830460324,V1,RL
20630,384.8292137476202,260.631830460324,RL,RL
20631,241.98266122227878,260.631830460324,RL,RL
20632,277.422959343648,231.45674684600027,RL,RL
20633,393.70899113343114,231.45674684600027,RL,RL
20634,262.0945300360127,231.45674684600027,RL,RL
20635,265.53506656427805,231.45674684600027,RL,RL
20636,183.33908706638363,231.45674684600027,RL,RL
20637,271.6148782394672,231.45674684600027,RL,RL
20638,233.7838579241145,231.45674684600027,RL,RL
20639,425.5303723556542,231.45674684600027,V1,RL
20640,407.6965979973203,231.45674684600027,V1,RL
20641,407.6965979973203,231.45674684600027,RL,RL
20642,407.6965979973203,231.45674684600027,RL,RL
20643,407.6965979973203,231.45674684600027,RL,RL
20644,264.2293590591285,231.45674684600027,RL,RL
20645,211.1785219781014,231.45674684600027,V1,RL
20646,396.708550996156,231.45674684600027,V1,RL
20647,197.94214878010604,231.45674684600027,V1,RL
20648,269.6117805010157,231.45674684600027,V1,RL
20649,269.6117805010157,231.45674684600027,RL,RL
20650,412.9547450697128,231.45674684600027,RL,RL
20651,218.8891520602799,231.45674684600027,V1,RL
20652,176.7766801427444,231.45674684600027,V1,RL
20653,302.46291871383977,231.45674684600027,V1,RL
20654,259.1611540993159,231.45674684600027,V1,RL
20655,125.92032477246894,231.45674684600027,RL,RL
20656,143.90349052159576,231.45674684600027,V1,RL
20657,100.90432440580189,231.45674684600027,V1,RL
20658,100.90432440580189,231.45674684600027,V1,RL
20659,122.31510797098669,231.45674684600027,RL,RL
20660,118.73937031868793,231.45674684600027,V1,RL
20661,202.7655878565559,217.91477051864152,V1,RL
20662,202.7655878565559,217.91477051864152,V1,RL
20663,233.27476003629172,217.91477051864152,RL,RL
20664,233.27476003629172,217.91477051864152,V1,RL
20665,381.9051444994158,217.91477051864152,V1,RL
20666,125.92032477246894,217.91477051864152,V1,RL
20667,314.146766110058,217.91477051864152,RL,RL
20668,396.708550996156,217.91477051864152,AL,RL
20669,245.52750282603347,217.91477051864152,AL,RL
20670,302.46291871383977,217.91477051864152,V1,RL
20671,302.46291871383977,217.91477051864152,V1,RL
20672,302.46291871383977,217.91477051864152,RL,RL
20673,302.46291871383977,217.91477051864152,AL,RL
20674,214.97798467142792,217.91477051864152,RL,RL
20675,176.1804153084355,217.91477051864152,RL,RL
20676,166.68625198740182,217.91477051864152,V1,RL
20677,301.6023505226373,217.91477051864152,V1,RL
20678,176.87075390645168,217.91477051864152,V1,RL
20679,201.83189974779373,217.91477051864152,V1,RL
20680,199.3038667213786,217.91477051864152,RL,RL
20681,253.2737682437022,217.91477051864152,V1,RL
20682,203.48722672951203,217.91477051864152,RL,RL
20683,264.2293590591285,217.91477051864152,V1,RL
20684,470.32313060994176,217.91477051864152,RL,RL
20685,277.1943486173779,217.91477051864152,V1,RL
20686,214.5038282565701,217.91477051864152,V1,RL
20687,154.93095940108407,217.91477051864152,RL,RL
20688,238.58674790755643,217.91477051864152,V1,RL
20689,198.4589056962962,217.91477051864152,V1,RL
20690,198.4589056962962,217.91477051864152,RL,RL
20691,228.68348536120558,217.91477051864152,RL,RL
20692,162.35179510647322,217.91477051864152,RL,RL
20693,276.80409247632235,217.91477051864152,V1,RL
20694,225.2647689537566,274.095773064058,RL,V1
20695,225.2647689537566,274.095773064058,RL,V1
20696,240.64946915933356,274.095773064058,RL,V1
20697,383.35041683671585,274.095773064058,RL,V1
20698,241.73685559861613,274.095773064058,RL,V1
20699,409.4204504277169,274.095773064058,RL,V1
20700,409.4204504277169,274.095773064058,RL,V1
20701,331.3156642427048,274.095773064058,V1,V1
20702,194.41999673229952,274.095773064058,AL,V1
20703,194.41999673229952,274.095773064058,RL,V1
20704,195.09868553894125,274.095773064058,V1,V1
20705,375.1177404534529,274.095773064058,V1,V1
20706,375.1177404534529,274.095773064058,V1,V1
20707,225.74245092288527,274.095773064058,V1,V1
20708,343.4989580139665,274.095773064058,V1,V1
20709,284.471515190831,274.095773064058,V1,V1
20710,445.9035685432149,274.095773064058,V1,V1
20711,158.54056961173757,274.095773064058,V1,V1
20712,158.54056961173757,274.095773064058,V1,V1
20713,227.08234874334158,274.095773064058,RL,V1
20714,220.68600876448193,274.095773064058,V1,V1
20715,201.33728123611567,274.095773064058,V1,V1
20716,295.3497666719014,274.095773064058,V1,V1
20717,183.33908706638363,274.095773064058,RL,V1
20718,237.3756064421853,274.095773064058,RL,V1
20719,192.6555644058055,274.095773064058,RL,V1
20720,273.4787575502871,274.095773064058,RL,V1
20721,283.82923994467274,238.58674790755643,RL,V1
20722,133.74725401905442,238.58674790755643,RL,V1
20723,101.53980795174918,238.58674790755643,RL,V1
20724,101.53980795174918,238.58674790755643,RL,V1
20725,368.00123632287483,238.58674790755643,RL,V1
20726,181.6659567407035,238.58674790755643,V1,V1
20727,181.6659567407035,238.58674790755643,V1,V1
20728,232.02676844926742,238.58674790755643,V1,V1
20729,221.244383210094,238.58674790755643,V1,V1
20730,167.06971484801483,238.58674790755643,V1,V1
20731,167.06971484801483,238.58674790755643,V1,V1
20732,429.0131348599105,238.58674790755643,AL,V1
20733,162.60832379124528,238.58674790755643,V1,V1
20734,244.04052807009947,238.58674790755643,RL,V1
20735,123.98586812644987,238.58674790755643,AL,V1
20736,324.349361009199,238.58674790755643,AL,V1
20737,221.29715983505076,238.58674790755643,AL,V1
20738,221.29715983505076,238.58674790755643,AL,V1
20739,308.98867762902387,238.58674790755643,V1,V1
20740,191.47786209808274,238.58674790755643,RL,V1
20741,132.40305083910206,238.58674790755643,AL,V1
20742,132.40305083910206,238.58674790755643,AL,V1
20743,192.40672339696735,238.58674790755643,AL,V1
20744,227.15697150296188,238.58674790755643,RL,V1
20745,166.61073272531473,238.58674790755643,V1,V1
20746,314.3464170305506,238.58674790755643,RL,V1
20747,226.39250084116503,238.58674790755643,V1,V1
20748,154.68619404446514,255.4042340854449,RL,RL
20749,247.9612902033417,255.4042340854449,RL,RL
20750,194.41999673229952,255.4042340854449,AL,RL
20751,211.1785219781014,255.4042340854449,RL,RL
20752,270.86893290498,255.4042340854449,V1,RL
20753,320.41602656826825,255.4042340854449,V1,RL
20754,161.79839176205948,255.4042340854449,V1,RL
20755,311.9597986096091,255.4042340854449,V1,RL
20756,311.9597986096091,255.4042340854449,AL,RL
20757,233.9460523833604,255.4042340854449,AL,RL
20758,286.1093279379728,255.4042340854449,RL,RL
20759,384.35184900869973,255.4042340854449,AL,RL
20760,218.8891520602799,255.4042340854449,RL,RL
20761,218.8891520602799,255.4042340854449,RL,RL
20762,283.80207261708523,255.4042340854449,RL,RL
20763,156.7455043322376,247.8289780661873,AL,RL
20764,258.28260962526423,247.8289780661873,AL,RL
20765,258.28260962526423,247.8289780661873,AL,RL
20766,172.43439129456115,247.8289780661873,AL,RL
20767,282.9131817142411,247.8289780661873,RL,RL
20768,197.56799102775386,247.8289780661873,V1,RL
20769,197.56799102775386,247.8289780661873,RL,RL
20770,310.7109402211722,247.8289780661873,RL,RL
20771,310.7109402211722,247.8289780661873,RL,RL
20772,344.880704651353,247.8289780661873,RL,RL
20773,344.880704651353,247.8289780661873,RL,RL
20774,208.129974140229,247.8289780661873,RL,RL
20775,231.6797785512468,247.8289780661873,RL,RL
20776,132.91660101146107,247.8289780661873,RL,RL
20777,311.05064719639864,247.8289780661873,V1,RL
20778,112.88082809835352,247.8289780661873,V1,RL
20779,236.1259682485236,247.8289780661873,AL,RL
20780,310.71859924953964,247.8289780661873,RL,RL
20781,374.7847100614272,247.8289780661873,V1,RL
20782,202.09770594674774,247.8289780661873,V1,RL
20783,202.09770594674774,247.8289780661873,V1,RL
20784,208.6039862637659,247.8289780661873,V1,RL
20785,208.6039862637659,247.8289780661873,AL,RL
20786,228.60192555656593,247.8289780661873,RL,RL
20787,228.60192555656593,247.8289780661873,RL,RL
20788,166.33397270448685,247.8289780661873,RL,RL
20789,302.46291871383977,247.8289780661873,V1,RL
20790,302.46291871383977,247.8289780661873,V1,RL
20791,326.69687583551257,247.8289780661873,V1,RL
20792,110.7224432446211,247.8289780661873,V1,RL
20793,110.7224432446211,247.8289780661873,V1,RL
20794,173.74209233761061,247.8289780661873,V1,RL
20795,211.1785219781014,247.8289780661873,RL,RL
20796,211.1785219781014,247.8289780661873,RL,RL
20797,167.6493619502142,247.8289780661873,V1,RL
20798,144.55423377565674,247.8289780661873,V1,RL
20799,198.58228514355568,247.8289780661873,V1,RL
20800,221.23351691115164,247.8289780661873,V1,RL
20801,198.3372890261723,247.8289780661873,RL,RL
20802,352.86479943410893,247.8289780661873,RL,RL
20803,352.86479943410893,247.8289780661873,AL,RL
20804,205.888151587711,247.8289780661873,RL,RL
20805,183.33908706638363,247.8289780661873,RL,RL
20806,239.84239746946034,247.8289780661873,AL,RL
20807,203.48722672951203,247.8289780661873,RL,RL
20808,345.1673188249022,247.8289780661873,RL,RL
20809,331.3156642427048,247.8289780661873,AL,RL
20810,211.26606397667277,247.8289780661873,V1,RL
20811,166.61073272531473,247.8289780661873,V1,RL
20812,133.74725401905442,247.8289780661873,V1,RL
20813,223.80152086035122,247.8289780661873,V1,RL
20814,125.92032477246894,215.16113297682134,V1,AL
20815,151.57423615043348,215.16113297682134,V1,AL
20816,298.0762655337008,215.16113297682134,V1,AL
20817,298.0762655337008,215.16113297682134,V1,AL
20818,224.610933019387,215.16113297682134,V1,AL
20819,224.610933019387,215.16113297682134,V1,AL
20820,167.74444733339857,215.16113297682134,V1,AL
20821,150.63838051139615,215.16113297682134,V1,AL
20822,244.92751032425562,215.16113297682134,V1,AL
20823,244.92751032425562,215.16113297682134,V1,AL
20824,211.1034652910311,215.16113297682134,V1,AL
20825,280.1579256866062,215.16113297682134,V1,AL
20826,279.7051565186021,215.16113297682134,RL,AL
20827,207.57240867415229,215.16113297682134,V1,AL
20828,211.1785219781014,215.16113297682134,V1,AL
20829,211.1785219781014,215.16113297682134,V1,AL
20830,302.46291871383977,215.16113297682134,V1,AL
20831,331.2523995313543,215.16113297682134,V1,AL
20832,221.244383210094,215.16113297682134,RL,AL
20833,160.1587870634717,215.16113297682134,V1,AL
20834,174.13116234006995,215.16113297682134,V1,AL
20835,234.0680738066241,215.16113297682134,V1,AL
20836,193.31006555513358,215.16113297682134,V1,AL
20837,310.7109402211722,215.16113297682134,V1,AL
20838,310.7109402211722,215.16113297682134,V1,AL
20839,172.43439129456115,215.16113297682134,V1,AL
20840,297.0479254424604,215.16113297682134,V1,AL
20841,225.0412454991829,215.16113297682134,V1,AL
20842,158.39025359765503,215.16113297682134,V1,AL
20843,234.26729132641043,215.16113297682134,V1,AL
20844,234.26729132641043,215.16113297682134,V1,AL
20845,196.98785375645892,215.16113297682134,V1,AL
20846,232.02676844926742,215.16113297682134,V1,AL
20847,345.2225208082337,215.16113297682134,V1,AL
20848,345.2225208082337,215.16113297682134,V1,AL
20849,384.8292137476202,215.16113297682134,V1,AL
20850,144.7592334831523,215.16113297682134,V1,AL
20851,144.7592334831523,215.16113297682134,RL,AL
20852,300.264042540429,215.16113297682134,V1,AL
20853,202.96766676914245,215.16113297682134,RL,AL
20854,308.98867762902387,261.43632934003864,AL,RL
20855,201.70146813850448,261.43632934003864,RL,RL
20856,132.40305083910206,261.43632934003864,AL,RL
20857,179.16399400644278,261.43632934003864,AL,RL
20858,179.16399400644278,261.43632934003864,RL,RL
20859,303.67501345006707,261.43632934003864,RL,RL
20860,211.1785219781014,261.43632934003864,RL,RL
20861,232.0750052667567,261.43632934003864,V1,RL
20862,232.0750052667567,261.43632934003864,AL,RL
20863,264.1020487777146,261.43632934003864,AL,RL
20864,340.6078939959604,260.6277553348486,RL,V1
20865,244.04052807009947,260.6277553348486,V1,V1
20866,316.189198730646,260.6277553348486,V1,V1
20867,219.5700110309162,260.6277553348486,RL,V1
20868,214.51241454194644,260.6277553348486,RL,V1
20869,329.53016558677234,260.6277553348486,RL,V1
20870,201.70146813850448,260.6277553348486,V1,V1
20871,175.74192445686617,260.6277553348486,RL,V1
20872,175.74192445686617,260.6277553348486,RL,V1
20873,122.31510797098669,260.6277553348486,RL,V1
20874,273.0083293296422,260.6277553348486,RL,V1
20875,248.9911899050319,260.6277553348486,RL,V1
20876,248.9911899050319,260.6277553348486,RL,V1
20877,203.28364550160867,260.6277553348486,RL,V1
20878,213.50456308811746,229.70520721786627,RL,RL
20879,213.50456308811746,229.70520721786627,RL,RL
20880,213.50456308811746,229.70520721786627,RL,RL
20881,213.50456308811746,229.70520721786627,RL,RL
20882,249.72011117403832,229.70520721786627,RL,RL
20883,146.85536261129187,229.70520721786627,RL,RL
20884,300.486843484911,229.70520721786627,RL,RL
20885,162.9310082812226,229.70520721786627,RL,RL
20886,93.67062513509387,229.70520721786627,RL,RL
20887,109.18644975899748,229.70520721786627,RL,RL
20888,230.36256923325064,229.70520721786627,RL,RL
20889,284.60602245233935,229.70520721786627,RL,RL
20890,207.66928653552657,229.70520721786627,RL,RL
20891,298.0762655337008,229.70520721786627,RL,RL
20892,194.41999673229952,229.70520721786627,RL,RL
20893,194.41999673229952,229.70520721786627,RL,RL
20894,233.9460523833604,229.70520721786627,RL,RL
20895,233.9460523833604,229.70520721786627,RL,RL
20896,160.1587870634717,229.70520721786627,V1,RL
20897,182.64791031452157,229.70520721786627,V1,RL
20898,267.6561100737741,229.70520721786627,V1,RL
20899,115.72192116930144,229.70520721786627,V1,RL
20900,183.31102376307308,229.70520721786627,AL,RL
20901,182.9416063511548,229.70520721786627,AL,RL
20902,165.25025769102777,229.70520721786627,AL,RL
20903,165.25025769102777,229.70520721786627,AL,RL
20904,280.99884076052365,229.70520721786627,RL,RL
20905,280.99884076052365,229.70520721786627,RL,RL
20906,197.4014906822681,229.70520721786627,V1,RL
20907,400.1116029423518,229.70520721786627,RL,RL
20908,423.521668528844,229.70520721786627,AL,RL
20909,253.2737682437022,229.70520721786627,V1,RL
20910,211.1785219781014,229.70520721786627,RL,RL
20911,211.1785219781014,229.70520721786627,RL,RL
20912,211.1785219781014,229.70520721786627,RL,RL
20913,211.1785219781014,229.70520721786627,RL,RL
20914,238.36842894866498,229.70520721786627,V1,RL
20915,238.36842894866498,229.70520721786627,AL,RL
20916,334.1408037430139,229.70520721786627,V1,RL
20917,237.99808480648167,229.70520721786627,AL,RL
20918,194.04878526195972,229.70520721786627,RL,RL
20919,194.04878526195972,229.70520721786627,RL,RL
20920,169.21396778360878,229.70520721786627,AL,RL
20921,169.21396778360878,229.70520721786627,RL,RL
20922,199.39762220138982,229.70520721786627,AL,RL
20923,199.39762220138982,229.70520721786627,V1,RL
20924,240.9116331067747,229.70520721786627,RL,RL
20925,384.8292137476202,229.70520721786627,V1,RL
20926,303.67501345006707,236.10738457259296,V1,RL
20927,203.597890104506,236.10738457259296,RL,RL
20928,165.25025769102777,236.10738457259296,V1,RL
20929,155.6772803144005,236.10738457259296,V1,RL
20930,241.73685559861613,236.10738457259296,RL,RL
20931,225.87617732568103,236.10738457259296,V1,RL
20932,225.87617732568103,236.10738457259296,AL,RL
20933,173.74209233761061,236.10738457259296,RL,RL
20934,173.74209233761061,236.10738457259296,AL,RL
20935,183.33908706638363,236.10738457259296,RL,RL
20936,166.33397270448685,236.10738457259296,AL,RL
20937,186.2718264356886,236.10738457259296,V1,RL
20938,221.29715983505076,236.10738457259296,RL,RL
20939,279.3716343772492,236.10738457259296,V1,RL
