,Inputh Depth,Output Depth,Area Membership
0,88.47594910120097,466.44147312481545,V1
1,449.8114703128709,466.44147312481545,V1
2,305.713343351101,466.44147312481545,V1
3,167.4774873306221,466.44147312481545,V1
4,187.44273809668812,466.44147312481545,V1
5,359.5429867054929,466.44147312481545,V1
6,216.29314473662228,466.44147312481545,V1
7,372.46641550270976,466.44147312481545,V1
8,260.38070785768815,466.44147312481545,V1
9,273.8951991005074,466.44147312481545,V1
10,456.250294622565,466.44147312481545,V1
11,494.81130617502237,466.44147312481545,V1
12,447.99163705031077,466.44147312481545,RL
13,178.86865083642823,466.44147312481545,V1
14,340.9896258874677,466.44147312481545,V1
15,465.7765390772513,466.44147312481545,V1
16,447.46496657929066,466.44147312481545,V1
17,451.34523844634225,466.44147312481545,RL
18,308.5163439201542,466.44147312481545,V1
19,316.8725737430516,466.44147312481545,V1
20,203.0073793370835,466.44147312481545,V1
21,352.7387331131682,466.44147312481545,V1
22,203.0073793370835,449.62904451756907,V1
23,548.5030031830785,449.62904451756907,V1
24,548.5030031830785,449.62904451756907,V1
25,406.5477117307981,449.62904451756907,V1
26,320.8781899476961,449.62904451756907,V1
27,200.10111290609703,449.62904451756907,RL
28,155.11569859821333,449.62904451756907,V1
29,466.43314940823353,449.62904451756907,RL
30,416.0091875785854,449.62904451756907,RL
31,463.17310190575927,449.62904451756907,V1
32,305.05956523860857,449.62904451756907,V1
33,577.4630313507314,449.62904451756907,V1
34,507.2954335609029,449.62904451756907,V1
35,230.0839901936418,449.62904451756907,V1
36,332.26964308963153,449.62904451756907,V1
37,287.4212213304834,449.62904451756907,V1
38,352.8923725683238,449.62904451756907,V1
39,398.3371451044807,449.62904451756907,RL
40,251.80167814379647,449.62904451756907,V1
41,251.80167814379647,449.62904451756907,V1
42,347.58763844554284,449.62904451756907,V1
43,276.2744189549005,470.7406410747724,V1
44,403.31529413092807,470.7406410747724,V1
45,402.0625054350807,470.7406410747724,V1
46,264.9815199820313,470.7406410747724,V1
47,206.50993766971382,470.7406410747724,V1
48,317.4999075647921,470.7406410747724,V1
49,504.29916901842836,470.7406410747724,V1
50,133.1238812592667,470.7406410747724,V1
51,189.51467904077012,470.7406410747724,V1
52,358.9579356281327,470.7406410747724,V1
53,358.9579356281327,470.7406410747724,V1
54,334.02965072566826,470.7406410747724,V1
55,400.7119726031904,470.7406410747724,V1
56,272.763824961586,470.7406410747724,V1
57,482.68393689718397,470.7406410747724,V1
58,149.11094413683838,470.7406410747724,V1
59,382.01881513876253,470.7406410747724,V1
60,197.64987174980897,463.17310190575927,V1
61,287.4212213304834,463.17310190575927,V1
62,225.0428077433522,463.17310190575927,V1
63,225.0428077433522,463.17310190575927,V1
64,533.7738162730507,463.17310190575927,RL
65,282.93587127018924,463.17310190575927,V1
66,183.46313120185764,463.17310190575927,AL
67,183.46313120185764,463.17310190575927,AL
68,461.62395842042014,463.17310190575927,V1
69,461.62395842042014,463.17310190575927,V1
70,327.0070760674767,463.17310190575927,RL
71,420.8532054490974,463.17310190575927,V1
72,352.8923725683238,463.17310190575927,V1
73,352.8923725683238,463.17310190575927,V1
74,352.8923725683238,463.17310190575927,V1
75,216.08141220428067,463.17310190575927,V1
76,468.5328640194967,463.17310190575927,V1
77,468.5328640194967,463.17310190575927,V1
78,468.5328640194967,463.17310190575927,V1
79,468.5328640194967,463.17310190575927,V1
80,363.2640979182424,463.17310190575927,V1
81,363.2640979182424,463.17310190575927,V1
82,316.8725737430516,463.17310190575927,V1
83,268.011367973475,463.17310190575927,V1
84,361.5210549455777,463.17310190575927,V1
85,296.5445800412924,463.17310190575927,V1
86,296.5445800412924,463.17310190575927,V1
87,466.44147312481545,463.17310190575927,RL
88,136.16297811732588,463.17310190575927,V1
89,276.9614627594102,463.17310190575927,V1
90,304.6145988635488,463.17310190575927,V1
91,428.1594464185943,463.17310190575927,RL
92,394.9227069891926,463.17310190575927,V1
93,394.9227069891926,463.17310190575927,V1
94,382.1867896787421,463.17310190575927,RL
95,484.24426549190537,463.17310190575927,V1
96,484.24426549190537,463.17310190575927,V1
97,247.9612902033417,463.17310190575927,V1
98,424.3679891581538,463.17310190575927,V1
99,256.8416171603569,463.17310190575927,V1
100,200.10111290609703,463.17310190575927,RL
101,197.3029365132021,463.17310190575927,V1
102,197.3029365132021,463.17310190575927,V1
103,436.6195479162748,463.17310190575927,V1
104,412.5437668967619,463.17310190575927,V1
105,285.0135625939505,463.17310190575927,V1
106,285.0135625939505,463.17310190575927,V1
107,457.61681019940454,463.17310190575927,V1
108,453.45107901611397,463.17310190575927,V1
109,119.24349921228801,463.17310190575927,V1
110,238.8078454770117,463.17310190575927,V1
111,406.7008313158038,463.17310190575927,V1
112,320.94099313751775,463.17310190575927,V1
113,324.42661598108657,463.17310190575927,V1
114,324.42661598108657,463.17310190575927,V1
115,165.61328973610637,463.17310190575927,V1
116,303.3533421597987,463.17310190575927,V1
117,266.70719353818424,463.17310190575927,V1
118,388.88023560475204,463.17310190575927,V1
119,388.88023560475204,463.17310190575927,V1
120,388.88023560475204,463.17310190575927,V1
121,388.88023560475204,463.17310190575927,V1
122,388.88023560475204,463.17310190575927,V1
123,150.5589335756178,463.17310190575927,V1
124,412.9547450697128,463.17310190575927,V1
125,287.00483970911574,463.17310190575927,V1
126,294.4998074782858,463.17310190575927,V1
127,305.713343351101,463.17310190575927,V1
128,399.6568121156251,463.17310190575927,V1
129,132.33920896246826,463.17310190575927,V1
130,312.41938970562205,463.17310190575927,V1
131,312.41938970562205,463.17310190575927,V1
132,251.80167814379647,463.17310190575927,V1
133,251.80167814379647,463.17310190575927,V1
