,Inputh Depth,Output Depth,Area Membership
0,125.14221394186089,287.78006049935703,V1
1,253.14937770370935,287.78006049935703,V1
2,253.14937770370935,287.78006049935703,V1
3,207.6891428194971,287.78006049935703,RL
4,262.02892432875575,287.78006049935703,V1
5,262.02892432875575,287.78006049935703,V1
6,409.4204504277169,287.78006049935703,RL
7,409.4204504277169,287.78006049935703,RL
8,117.53111994717136,287.78006049935703,V1
9,242.50410065702576,287.78006049935703,V1
10,285.8607484444413,287.78006049935703,RL
11,197.98382571163663,287.78006049935703,V1
12,451.269486843259,287.78006049935703,RL
13,231.25698080849736,224.42397057708104,V1
14,231.25698080849736,224.42397057708104,V1
15,175.74192445686617,224.42397057708104,V1
16,245.00779857434316,224.42397057708104,V1
17,282.18908672836824,224.42397057708104,V1
18,220.76479469925277,224.42397057708104,V1
19,223.39782719042637,224.42397057708104,V1
20,223.39782719042637,224.42397057708104,RL
21,197.29366005250782,224.42397057708104,V1
22,197.29366005250782,224.42397057708104,V1
23,197.29366005250782,224.42397057708104,V1
24,293.7764334222731,224.42397057708104,V1
25,293.7764334222731,224.42397057708104,V1
26,299.02689071175604,224.42397057708104,V1
27,107.59592161197641,224.42397057708104,V1
28,183.30417529447288,224.42397057708104,V1
29,209.68749969077106,224.42397057708104,V1
30,237.08714249531303,224.42397057708104,RL
31,339.5616932656251,224.42397057708104,V1
32,339.5616932656251,224.42397057708104,V1
33,132.39923617544554,224.42397057708104,V1
34,132.39923617544554,224.42397057708104,V1
35,187.18054444819265,224.42397057708104,AL
36,384.8292137476202,224.42397057708104,RL
37,299.02689071175604,280.7365033474513,V1
38,473.20370338109086,280.7365033474513,RL
39,473.20370338109086,280.7365033474513,RL
40,360.9824195599504,280.7365033474513,RL
41,255.70186200972037,280.7365033474513,V1
42,231.38492818404706,280.7365033474513,V1
43,337.00675337344126,280.7365033474513,V1
44,261.10095847885026,280.7365033474513,V1
45,363.79495810500447,280.7365033474513,RL
46,332.74472360103505,280.7365033474513,RL
47,480.17176991847595,267.25799437138505,V1
48,369.1783614653145,267.25799437138505,V1
49,385.2246139287614,267.25799437138505,V1
50,385.2246139287614,267.25799437138505,V1
51,434.82896093515825,267.25799437138505,V1
52,239.19674148709578,267.25799437138505,RL
53,244.4028057970566,267.25799437138505,V1
54,244.4028057970566,267.25799437138505,V1
55,112.9756254256402,267.25799437138505,RL
56,256.3020566246961,267.25799437138505,V1
57,247.90923766870827,267.25799437138505,RL
58,236.8586771138516,267.25799437138505,RL
59,220.35112912587687,267.25799437138505,RL
60,232.828753920932,267.25799437138505,RL
61,235.13924674019293,267.25799437138505,V1
62,235.13924674019293,267.25799437138505,V1
63,258.5067409996632,267.25799437138505,V1
64,397.664754668491,267.25799437138505,V1
65,397.664754668491,267.25799437138505,V1
66,189.1475151018268,267.25799437138505,V1
67,189.1475151018268,267.25799437138505,RL
68,328.01272870974447,267.25799437138505,V1
69,96.71891303789138,267.25799437138505,V1
70,125.14221394186089,274.24912446331575,V1
71,376.58292584311283,274.24912446331575,V1
72,261.01856052036464,274.24912446331575,V1
73,194.09829363400112,274.24912446331575,V1
74,194.09829363400112,274.24912446331575,V1
75,194.09829363400112,274.24912446331575,V1
76,194.09829363400112,274.24912446331575,RL
77,121.78323669149145,274.24912446331575,V1
78,121.78323669149145,274.24912446331575,V1
79,194.99536448885019,274.24912446331575,V1
80,183.91613323760166,274.24912446331575,RL
81,183.91613323760166,274.24912446331575,RL
82,183.91613323760166,274.24912446331575,RL
83,298.0966125135108,274.24912446331575,V1
84,260.1606521355084,274.24912446331575,V1
85,293.7764334222731,274.24912446331575,V1
86,188.5860188015956,274.24912446331575,V1
87,149.09308244425554,274.24912446331575,V1
88,149.09308244425554,274.24912446331575,V1
89,270.62893653636155,274.24912446331575,V1
90,142.17455292647827,274.24912446331575,V1
91,214.0753660768412,274.24912446331575,V1
92,219.7496916039156,274.24912446331575,V1
93,405.8411299260138,274.24912446331575,RL
94,219.7859916276206,274.24912446331575,V1
95,308.1219840060567,274.24912446331575,V1
96,405.8411299260138,275.60078455843745,RL
97,236.25125634447096,275.60078455843745,V1
98,236.25125634447096,275.60078455843745,V1
99,212.47284226067092,275.60078455843745,V1
100,250.22074210744626,275.60078455843745,V1
101,205.97046360349674,275.60078455843745,V1
102,344.775417130697,275.60078455843745,RL
103,344.775417130697,275.60078455843745,V1
104,255.70186200972037,275.60078455843745,V1
105,231.38492818404706,275.60078455843745,V1
106,275.63228747331914,275.60078455843745,V1
107,256.2653518478516,275.60078455843745,V1
108,274.973132979745,275.60078455843745,V1
109,215.31795316196087,275.60078455843745,V1
110,201.7063241226925,275.60078455843745,V1
111,107.2996532919283,275.60078455843745,V1
112,181.0531611704727,268.8223397429607,RL
113,181.0531611704727,268.8223397429607,RL
114,181.0531611704727,268.8223397429607,RL
115,181.0531611704727,268.8223397429607,RL
116,127.60328218353534,268.8223397429607,V1
117,274.973132979745,268.8223397429607,V1
118,187.18054444819265,268.8223397429607,AL
119,238.65472483851826,268.8223397429607,V1
120,238.65472483851826,268.8223397429607,V1
121,152.6696582504003,268.8223397429607,V1
122,210.752342445658,268.8223397429607,RL
123,210.752342445658,268.8223397429607,V1
124,210.752342445658,268.8223397429607,RL
125,335.99884620471084,268.8223397429607,V1
126,152.2626973810477,268.8223397429607,RL
127,275.60078455843745,268.8223397429607,RL
128,262.4806527029719,268.8223397429607,V1
129,324.0855785759432,268.8223397429607,V1
130,382.44799982858314,243.17111576542138,V1
131,221.91668717663998,243.17111576542138,V1
132,221.91668717663998,243.17111576542138,V1
133,221.91668717663998,243.17111576542138,RL
134,256.25358851969844,243.17111576542138,RL
135,232.828753920932,243.17111576542138,RL
136,223.39782719042637,243.17111576542138,V1
137,223.39782719042637,243.17111576542138,RL
138,226.85136942708638,243.17111576542138,RL
139,273.5670231124379,243.17111576542138,V1
140,275.5495134092606,243.17111576542138,V1
141,268.16555594634724,243.17111576542138,RL
142,288.25115288147276,243.17111576542138,V1
143,288.25115288147276,243.17111576542138,V1
144,155.63303425991833,243.17111576542138,V1
145,155.63303425991833,243.17111576542138,V1
146,185.74053284822037,243.17111576542138,V1
147,323.49356285948477,243.17111576542138,V1
148,200.5209914341692,243.17111576542138,V1
149,273.5150586274798,243.17111576542138,V1
150,293.9869225208853,243.17111576542138,RL
151,384.8292137476202,243.17111576542138,RL
152,247.7731994443165,243.17111576542138,V1
153,177.87348891427362,243.17111576542138,V1
154,293.7917514790076,243.17111576542138,RL
155,215.94571933091984,243.17111576542138,V1
156,256.19899392944836,243.17111576542138,V1
157,115.9343189166016,243.17111576542138,V1
158,147.55263878107135,243.17111576542138,V1
159,147.55263878107135,243.17111576542138,V1
160,200.22365419951063,243.17111576542138,V1
161,200.22365419951063,243.17111576542138,V1
162,191.93450480510802,243.17111576542138,V1
163,375.24594776407775,243.17111576542138,V1
164,174.50812419008912,243.17111576542138,V1
165,323.8957547408369,243.17111576542138,V1
166,272.8441418592401,243.17111576542138,V1
167,245.4192387955668,243.17111576542138,V1
168,351.91926258123766,302.3313598413191,V1
169,276.7228520088664,302.3313598413191,RL
170,299.08454933474815,302.3313598413191,V1
171,284.47995507791086,302.3313598413191,V1
172,280.7921673790557,302.3313598413191,RL
173,299.8428632834944,312.80949997512516,V1
174,190.6740576076372,312.80949997512516,RL
175,364.1777568041466,312.80949997512516,V1
176,330.4100113164305,312.80949997512516,V1
177,277.13024627892514,312.80949997512516,V1
178,195.70044239808612,312.80949997512516,V1
179,195.70044239808612,312.80949997512516,V1
180,250.22074210744626,312.80949997512516,V1
181,317.4664673536559,312.80949997512516,V1
182,317.4664673536559,312.80949997512516,V1
183,291.28640537482113,312.80949997512516,V1
184,159.03712489292624,312.80949997512516,RL
185,274.12750726644794,290.15610120399793,RL
186,210.83000059045358,290.15610120399793,RL
187,264.50658218171696,290.15610120399793,V1
188,343.6320197285475,290.15610120399793,V1
189,343.6320197285475,290.15610120399793,V1
190,169.8834687059755,290.15610120399793,V1
191,347.38203345194125,290.15610120399793,V1
192,274.24912446331575,290.15610120399793,V1
193,327.44750368855654,290.15610120399793,V1
194,263.9030922464908,290.15610120399793,V1
195,263.9030922464908,290.15610120399793,V1
196,125.14221394186089,290.15610120399793,V1
197,335.40344817181426,290.15610120399793,V1
198,157.15977782543882,290.15610120399793,RL
199,291.48403305635946,290.15610120399793,RL
200,256.3020566246961,290.15610120399793,V1
201,349.00406609407577,290.15610120399793,V1
202,349.00406609407577,290.15610120399793,V1
203,349.00406609407577,290.15610120399793,V1
204,315.22490420946906,308.1219840060567,V1
205,374.7517340055393,308.1219840060567,V1
206,300.1806053683874,308.1219840060567,V1
207,102.94360705094807,308.1219840060567,V1
208,288.79929654204653,308.1219840060567,V1
209,213.56704904773093,308.1219840060567,V1
210,213.56704904773093,308.1219840060567,V1
211,213.56704904773093,308.1219840060567,V1
212,489.0701596277841,308.1219840060567,RL
213,388.13073554168335,308.1219840060567,RL
214,276.8338914894334,308.1219840060567,V1
215,246.83792149730638,308.1219840060567,V1
216,146.7701340145481,308.1219840060567,V1
217,225.2300306474771,308.1219840060567,V1
218,339.8630775049361,308.1219840060567,V1
